room,elongation
Area_3_office_4.ply,0.683481022891026
Area_3_office_5.ply,0.5450184422746455
Area_3_office_6.ply,0.6374699272551992
Area_3_office_7.ply,0.6027403121830573
Area_3_office_8.ply,0.4435048218394535
Area_3_office_9.ply,0.7807564883906709
Area_3_storage_1.ply,0.6616157450376478
Area_3_storage_2.ply,0.4314152176371117
Area_4_WC_1.ply,0.5753850911095648
Area_4_WC_2.ply,0.5788992540164299
Area_4_WC_3.ply,0.7399038465817317
Area_4_WC_4.ply,0.8235749607186467
Area_4_conferenceRoom_1.ply,0.40744357763143063
Area_4_conferenceRoom_2.ply,0.44857643434053485
Area_4_conferenceRoom_3.ply,0.5608975442813356
Area_4_hallway_1.ply,0.385573892823422
Area_4_hallway_10.ply,0.23516220794644946
Area_4_hallway_11.ply,0.550273161127436
Area_4_hallway_12.ply,0.5108132209941219
Area_4_hallway_13.ply,0.6587080316884022
Area_4_hallway_14.ply,0.5463516106696579
Area_4_hallway_2.ply,0.3382244059734117
Area_4_hallway_3.ply,0.2882839110832885
Area_4_hallway_4.ply,0.25979164250601045
Area_4_hallway_5.ply,0.49570120956179736
Area_4_hallway_6.ply,0.7450126332030863
Area_4_hallway_7.ply,0.22914474778098443
Area_4_hallway_8.ply,0.44267040767875915
Area_4_hallway_9.ply,0.5766390641072854
Area_4_lobby_1.ply,0.47725952090386786
Area_4_lobby_2.ply,0.3451377415610745
Area_4_office_1.ply,0.8850935703873587
Area_4_office_10.ply,0.5735372086365408
Area_4_office_11.ply,0.7586886807946834
Area_4_office_12.ply,0.7506519061802166
Area_4_office_13.ply,0.5823616554107108
Area_4_office_14.ply,0.8419765463032726
Area_4_office_15.ply,0.6791754953959741
Area_4_office_16.ply,0.44148618410304247
Area_4_office_17.ply,0.46652546678404627
Area_4_office_18.ply,0.9588056992039805
Area_4_office_19.ply,0.8341953143380578
Area_4_office_2.ply,0.7166947431424814
Area_4_office_20.ply,0.7041296985446753
Area_4_office_21.ply,0.5677812023570504
Area_4_office_22.ply,0.768539996225852
Area_4_office_3.ply,0.6625733109198831
Area_4_office_4.ply,0.6689749972564198
Area_4_office_5.ply,0.5819013739643775
Area_4_office_6.ply,0.7123762284483096
Area_4_office_7.ply,0.7292990133318956
Area_4_office_8.ply,0.6985185848861387
Area_4_office_9.ply,0.6069662481480758
Area_4_storage_1.ply,0.6080018879103825
Area_4_storage_2.ply,0.5131277989714441
Area_4_storage_3.ply,0.5004319201670704
Area_4_storage_4.ply,0.6877911986439812
Area_5_WC_1.ply,0.4682747173385448
Area_5_WC_2.ply,0.59169969521525
Area_5_conferenceRoom_1.ply,0.6524001030875529
Area_5_conferenceRoom_2.ply,0.5001143637017915
Area_5_conferenceRoom_3.ply,0.46707881533484036
Area_5_hallway_1.ply,0.13775412488703262
Area_5_hallway_10.ply,0.20381057376023157
Area_5_hallway_11.ply,0.27891389850931075
Area_5_hallway_12.ply,0.26559130190183405
Area_5_hallway_13.ply,0.31597863664468645
Area_5_hallway_14.ply,0.306680434390846
Area_5_hallway_15.ply,0.33006615744807016
Area_5_hallway_2.ply,0.07783976891973601
Area_5_hallway_3.ply,0.23852547726153833
Area_5_hallway_4.ply,0.2042699601111226
Area_5_hallway_5.ply,0.0932638300293706
Area_5_hallway_6.ply,0.2055734231874753
Area_5_hallway_7.ply,0.19315185485682404
Area_5_hallway_8.ply,0.873547136384463
Area_5_hallway_9.ply,0.21707259495184134
Area_5_lobby_1 (1).ply,0.5360506783920085
Area_5_lobby_1.ply,0.5360506783920083
Area_5_office_1.ply,0.7419243944076493
Area_5_office_10.ply,0.669596447843522
Area_5_office_11.ply,0.5975725851585314
Area_5_office_12.ply,0.7296886070292685
Area_5_office_13.ply,0.4491685037701857
Area_5_office_14.ply,0.5777409454228966
Area_5_office_15.ply,0.5762625729448563
Area_5_office_16.ply,0.8137397047869545
Area_5_office_17.ply,0.6900676542562559
Area_5_office_18.ply,0.5808653957813599
Area_5_office_19.ply,0.4574928383374403
Area_5_office_2.ply,0.6663599985950418
Area_5_office_20.ply,0.8911025401141773
Area_5_office_21.ply,0.476214244512799
Area_5_office_22.ply,0.7246633938651021
Area_5_office_23.ply,0.7718452553611658
Area_5_office_24.ply,0.5140353890342232
Area_5_office_25.ply,0.6803076399114736
Area_5_office_26.ply,0.7042669680730438
Area_5_office_27.ply,0.700898499159898
Area_5_office_28.ply,0.7313753528972939
Area_5_office_29.ply,0.5599164721317819
Area_5_office_3.ply,0.6952710174496322
Area_5_office_30.ply,0.662614607115027
Area_5_office_31.ply,0.74365681194681
Area_5_office_32.ply,0.6873251336889477
Area_5_office_33.ply,0.6064391573715474
Area_5_office_34.ply,0.7002454943124452
Area_5_office_35.ply,0.5476522706140715
Area_5_office_36.ply,0.5644874383077398
Area_5_office_37.ply,0.6053730734845713
Area_5_office_38.ply,0.5421235509175137
Area_5_office_39.ply,0.40979473001964456
Area_5_office_4.ply,0.5488387818410225
Area_5_office_40.ply,0.4574424162288991
Area_5_office_41.ply,0.5582896141097434
Area_5_office_42.ply,0.7253849442712299
Area_5_office_5.ply,0.8472364336666942
Area_5_office_6.ply,0.7240503556741945
Area_5_office_7.ply,0.583543488644243
Area_5_office_8.ply,0.6446552518735796
Area_5_office_9.ply,0.8372630875213894
Area_5_pantry_1.ply,0.41026847032714103
Area_5_storage_1.ply,0.398537136394841
Area_5_storage_2.ply,0.4927656384958758
Area_5_storage_3.ply,0.7183266685797727
Area_5_storage_4.ply,0.7902909105625682
Area_6_conferenceRoom_1.ply,0.5299516267632292
Area_6_copy_Room_1.ply,0.7328704744384534
Area_6_hallway_1.ply,0.057883773149064545
Area_6_hallway_2.ply,0.0613498795237811
Area_6_hallway_3.ply,0.584677974624997
Area_6_hallway_4.ply,0.5056131534614781
Area_6_hallway_5.ply,0.33951395811348256
Area_6_hallway_6.ply,0.6495449389236537
Area_6_lounge_1.ply,0.7149167085578046
Area_6_office_1.ply,0.58742412630161
Area_6_office_10.ply,0.7030268145366579
Area_6_office_11.ply,0.9100183255541018
Area_6_office_12.ply,0.49695612245472115
Area_6_office_13.ply,0.8988083833947931
Area_6_office_14.ply,0.8479399049460913
Area_6_office_15.ply,0.9580637159595705
Area_6_office_16.ply,0.8371370041405991
Area_6_office_17.ply,0.8620765967342275
Area_6_office_18.ply,0.9130863423814993
Area_6_office_19.ply,0.9609677999194605
Area_6_office_2.ply,0.6639743488627697
Area_6_office_20.ply,0.9217472040602626
Area_6_office_21.ply,0.7746633481050867
Area_6_office_22.ply,0.934378324497338
Area_6_office_23.ply,0.6230191096888834
Area_6_office_24.ply,0.6584019582450581
Area_6_office_25.ply,0.6184215186799178
Area_6_office_26.ply,0.653370041858699
Area_6_office_27.ply,0.5723618680930952
Area_6_office_28.ply,0.5239943809349339
Area_6_office_29.ply,0.6909824517073125
Area_6_office_3.ply,0.56304620555181
Area_6_office_30.ply,0.6093351115358018
Area_6_office_31.ply,0.842442644732393
Area_6_office_32.ply,0.5799114175170476
Area_6_office_33.ply,0.6505472422298184
Area_6_office_34.ply,0.6556436419536723
Area_6_office_35.ply,0.6548770113913176
Area_6_office_36.ply,0.5152298474750852
Area_6_office_37.ply,0.5710439139458766
Area_6_office_4.ply,0.6570563172367978
Area_6_office_5.ply,0.682772979645269
Area_6_office_6.ply,0.5638455283294082
Area_6_office_7.ply,0.5165405463231779
Area_6_office_8.ply,0.40763620838890047
Area_6_office_9.ply,0.4762678721101688
Area_6_openspace_1.ply,0.40642436725902964
Area_6_pantry_1.ply,0.7586843695202842
